"SubDistrictDept","SoftPakCompanyID","LOB","LandfillDescription","Date","ActTons"
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/15/17",5.19
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/15/17",0.58
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/15/17",1.93
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/15/17",6.01
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/16/17",3.98
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/16/17",5.79
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/16/17",2.1
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/16/17",1.19
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/17/17",1.82
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/17/17",4.87
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/17/17",6.11
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/17/17",0.67
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/20/17",3.36
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/21/17",0.2
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/21/17",1.97
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/21/17",2.29
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/21/17",3.16
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/21/17",4
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/22/17",2.87
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/22/17",5.81
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/22/17",0.72
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/23/17",3.4
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/23/17",0.84
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/24/17",5.97
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/24/17",2.94
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/24/17",5.42
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/24/17",0.51
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/27/17",7.43
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/27/17",5.97
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/27/17",2.52
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/27/17",3.1
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/28/17",0.48
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/28/17",2.37
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/28/17",4.6
"BUTLER",41,"NON COMM ROLL OFF","REPUBLIC COVINGTON TRANSF","2/28/17",4.15
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",11.64
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",15.1
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",3.24
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",9.59
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",2.05
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",3.19
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/1/17",2.48
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/2/17",4.58
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/2/17",4.26
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/2/17",5.64
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/2/17",8.52
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",1.9
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",9.24
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",11.79
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",1.97
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",3.06
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",2.53
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/3/17",4.76
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/4/17",15.45
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/4/17",16.6
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/5/17",10.13
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/6/17",4.46
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/6/17",10.42
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/6/17",14.4
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/6/17",7.94
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/7/17",13.55
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/7/17",10.75
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/7/17",9.09
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",9.97
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",11.31
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",13.83
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",4.25
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",2.5
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",3.88
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/8/17",3.66
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/9/17",5.02
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/9/17",6.39
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/9/17",9.97
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/9/17",9.85
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/9/17",1.61
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/10/17",11.41
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/10/17",10.51
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/10/17",7.51
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/10/17",2.35
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/11/17",12.13
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/11/17",12.85
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/11/17",8.48
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/11/17",5.62
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/12/17",13.27
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/12/17",9.45
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/13/17",14.2
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/13/17",9.4
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",6.22
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",6.88
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",11.34
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",10.83
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",2.73
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/14/17",6.21
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",8.08
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",9.3
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",15.84
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",10.4
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",2.2
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",2.5
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/15/17",7.65
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/16/17",4.89
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/16/17",12.42
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/16/17",4.9
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/17/17",14.93
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/17/17",2.57
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/17/17",5.34
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/17/17",2.52
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/17/17",5.97
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/18/17",11.06
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/18/17",13.95
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/19/17",3.79
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/19/17",16.77
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/19/17",11.14
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/20/17",15.82
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/20/17",10.48
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/21/17",3.29
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/21/17",10.76
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/21/17",13.91
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/21/17",4.5
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",16.67
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",16.37
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",2.26
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",2.2
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",4.45
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/22/17",4.34
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/23/17",4.05
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/23/17",9.89
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/23/17",13.98
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/23/17",13.06
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/23/17",4.93
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/24/17",7.89
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/24/17",2.83
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/24/17",12.18
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/24/17",4.64
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/25/17",10.47
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/25/17",9.88
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/26/17",16.21
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/26/17",17.01
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/27/17",17.1
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/27/17",14.41
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/27/17",2.79
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/27/17",0.92
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/28/17",5.94
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/28/17",8.57
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/28/17",13.75
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/28/17",11.09
"BUTLER",41,"NON COMM ROLL OFF","RUMPKE BUTLER LANDFILL","2/28/17",2.59
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/3/17",2.721537
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/10/17",3.100359
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/24/17",2.698276
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/3/17",1.20231
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/10/17",0.992043
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/17/17",1.528416
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/24/17",1.270386
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/3/17",1.405186
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/10/17",1.537905
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/17/17",1.462425
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/24/17",1.30832
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/3/17",20.15
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/10/17",19.8
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/17/17",20.38
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/24/17",21.12
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/6/17",1.023179
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/13/17",1.175595
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/20/17",1.16477
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/27/17",1.130563
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/6/17",10.510675
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/13/17",5.12285
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/20/17",10.726188
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/27/17",8.680581
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/6/17",0.306327
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/13/17",0.314244
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/20/17",0.311634
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/27/17",0.319899
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/6/17",21.3057
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/13/17",22.314825
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/20/17",15.522975
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/27/17",23.0607
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/4/17",0.236691
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/11/17",0.268515
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/18/17",0.305864
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/25/17",0.257023
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/4/17",6.590832
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/11/17",7.19304
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/18/17",6.641016
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/25/17",8.246904
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/2/17",0.582369
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/9/17",0.322677
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/16/17",0.639863
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/23/17",0.449293
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/2/17",0.947291
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/9/17",1.138264
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/16/17",0.904552
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/23/17",1.213463
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/2/17",0.214812
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/9/17",0.141882
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/16/17",0.244086
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/23/17",0.222972
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/2/17",19.70577
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/9/17",21.17052
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/16/17",22.57668
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/23/17",23.35788
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/7/17",0.629804
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/14/17",0.462476
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/21/17",0.554855
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/28/17",0.583324
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/7/17",0.509124
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/14/17",0.488604
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/21/17",0.543096
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/28/17",0.468996
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/7/17",19.215018
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/14/17",20.095826
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/21/17",17.932102
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/28/17",23.322264
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/1/17",3.96744
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/8/17",9.047064
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/22/17",8.851944
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/1/17",9.989568
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/8/17",9.705312
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/15/17",9.04656
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/22/17",9.096192
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/1/17",13.16
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/8/17",15.59
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/15/17",25.78
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL","2/22/17",27.57
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",11.57
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",6.12
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",11.43
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",8.75
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",9.44
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",12.35
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",10.37
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/1/17",3.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",11.61
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",6.93
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",8.33
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",9.67
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",6.65
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",4.49
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",8.29
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",7.34
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/2/17",4.13
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",9.35
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",5.71
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",6.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",8.52
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",7.58
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",5.39
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/3/17",3.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/4/17",0.37
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",7.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",12.03
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",10.19
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",11.3
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",8.02
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",9.61
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/6/17",8.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",7.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",12.52
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",7.94
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",17.84
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",10.5
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/7/17",3.31
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",6.79
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",7.95
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",11.89
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",10.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",7.36
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",11.06
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",8.04
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/8/17",2.08
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",13.29
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",9.51
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",10.41
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",7.82
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",4.73
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",8.99
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",7.96
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/9/17",1.42
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/10/17",9.72
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/10/17",7.29
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","2/10/17",7.09
